id,latitude,longitude,int_backrest
9017324856,43.5174293,1.1813367,0
9019573233,43.5137763,1.1788496,0
9019573234,43.513751,1.1788275,0
9034226392,43.5462327,1.1489433,0
9034226393,43.5462134,1.1489973,0
9034226394,43.546418,1.1491203,0
9034226395,43.5463141,1.1486699,0
9034226398,43.5460089,1.1508164,0
9034226399,43.5460602,1.1505864,0
9034226413,43.5458075,1.1556516,1
9035336635,43.5029104,1.1737782,0
9035336636,43.5030004,1.1735099,0
9035413721,43.5008677,1.174264,0
9052987526,43.5527075,1.1909213,0
9052987527,43.5527097,1.1908846,0
9052987528,43.5528238,1.1908859,0
9052987529,43.5528264,1.1909146,0
9052987543,43.5523947,1.1875737,0
9052987544,43.5523918,1.1876418,0
9052987545,43.5523955,1.1877302,0
9052987546,43.5523955,1.1878074,0
9052987552,43.5526618,1.1873874,0
9052987553,43.5526747,1.1876113,0
10536932572,43.5460842,1.1495118,0
10543374586,43.5070642,1.190927,1
10548594960,43.5146818,1.1864006,0
10559782604,43.5146011,1.1984373,0
10559782605,43.5146056,1.1983966,0
12696322957,43.5959674,1.1395069,1
12696640858,43.590025,1.1527324,0
2301077403,43.5584729,1.2922131,1
3439468018,43.5998588,1.2335847,0
8435119815,43.5665568,1.2957388,1
8435119816,43.5665711,1.2957964,1
8435129317,43.5665568,1.2958446,1
8435129318,43.5665512,1.2960174,1
8435129319,43.5664633,1.2960922,1
8435129320,43.5663674,1.2960767,1
8435129321,43.5664546,1.2960148,1
8435129322,43.5664141,1.2958592,1
8435129323,43.5662546,1.2960612,1
8435129324,43.5662958,1.2959899,1
8435129325,43.5661886,1.2959933,1
8739428396,43.582382,1.2893933,1
8739428399,43.5823803,1.2865782,0
8791681150,43.5830858,1.2867174,0
8791681152,43.5829838,1.2865712,0
8791681153,43.582874,1.2866275,0
8791681154,43.5828992,1.2867603,0
8791681156,43.5823751,1.2867484,0
9050058715,43.5294375,1.2151649,0
9086005145,43.5812855,1.2734725,0
9086005172,43.5775142,1.2728422,1
9086005173,43.5774902,1.2728759,1
9415059184,43.5281819,1.2115113,0
9420711913,43.5781066,1.2794535,1
9420711914,43.5781187,1.2794898,1
9420711915,43.5780968,1.279513,1
9420711916,43.5780854,1.2794712,1
9420800122,43.5785588,1.2809477,0
9420800123,43.5785499,1.2809792,0
9420800124,43.5785669,1.2809928,0
9420800125,43.5785754,1.2809575,0
10782522081,43.5234487,1.2824184,0
10782522082,43.5234973,1.2824097,0
10782522099,43.5252195,1.2853313,0
10782522100,43.525149,1.2850913,0
10782522101,43.5252939,1.2848391,0
10782522104,43.5262415,1.2833562,0
10782522105,43.5262616,1.2833079,0
12106361739,43.5232892,1.2937748,1
12246429922,43.5445137,1.2243919,1
12246495253,43.5444786,1.2243849,1
12247858212,43.5444179,1.2246165,1
12247903154,43.5444161,1.2246624,1
12247934753,43.5443184,1.2246578,1
12247935588,43.5443601,1.2246433,1
12696665883,43.5734613,1.2705268,1
12872948526,43.5355538,1.2318398,0
12899121348,43.5228349,1.2987093,0
13058809576,43.5388187,1.2343954,0
13058812306,43.5386918,1.2340722,1
13058812307,43.538607,1.2341457,0
76092816,43.55967,1.2672022,0
76092821,43.5594993,1.2668715,0
76092827,43.5596234,1.2670781,0
76092828,43.5594654,1.2667248,0
76092833,43.5596547,1.2671719,0
76092834,43.5594416,1.2667536,0
76092865,43.5595465,1.2671631,0
76092866,43.5595422,1.2668379,0
76092872,43.559567,1.2672035,0
76092885,43.5595238,1.2668538,0
76092902,43.5596391,1.2671297,0
76092909,43.5595848,1.2672371,0
76092911,43.5595955,1.2672829,0
76092916,43.5594743,1.2666947,0
336862499,43.5987569,1.233454,0
336862502,43.5986776,1.2336521,0
336862503,43.5987972,1.2335609,0
1203330402,43.5826983,1.3306466,0
1904987147,43.5630311,1.3829804,0
2788112929,43.5398454,1.330275,0
2866763892,43.5708491,1.3318649,0
2866780906,43.5710152,1.331446,0
2866780913,43.5710981,1.3319462,0
2866780927,43.5712298,1.3316208,0
2866780932,43.5712755,1.3315717,0
2866780940,43.5713576,1.3318233,0
2866780948,43.5714166,1.3323963,0
2866780983,43.5716732,1.3320172,0
3201582170,43.5885673,1.3233912,0
3201582171,43.5885836,1.3235342,0
3220228367,43.5975632,1.3322632,1
3220228371,43.5977428,1.3319817,1
3220326193,43.5956583,1.3345393,1
3220326208,43.5958153,1.3339476,1
3227434520,43.5975135,1.3376877,0
3227434524,43.5975581,1.3377248,0
3282042281,43.582092,1.3573987,0
3282042284,43.5821469,1.3573861,0
3649330962,43.541072,1.329062,0
3752241856,43.5536397,1.3947673,1
3782758883,43.5797963,1.3995587,0
4437571432,43.5776963,1.3441518,1
4437571434,43.5777109,1.3444937,1
4437571443,43.5778003,1.344361,1
4437571444,43.5778061,1.3440378,1
4437571449,43.5778897,1.3442738,1
4437613458,43.5777877,1.3458982,1
4437613459,43.5781816,1.3474264,1
4437613475,43.579117,1.348688,1
4437613479,43.5796715,1.3503708,1
4437613480,43.5799379,1.349431,1
4452380677,43.57146,1.332182,0
4452380678,43.5714833,1.332013,0
4463802083,43.5643418,1.3808719,1
4510424919,43.5662616,1.3441282,1
4549443354,43.5071194,1.3983379,1
4549443356,43.5060608,1.3989861,1
4551408574,43.5898435,1.3539232,0
4564221228,43.5826095,1.3306081,0
4577073977,43.5654364,1.3117454,1
4577073978,43.5653886,1.3117446,1
4689521349,43.5784034,1.386298,1
4689521350,43.5784355,1.3863852,1
4689521351,43.578349,1.3861277,1
5337987525,43.5713649,1.3310771,0
5341548548,43.5861472,1.3322995,1
5341548549,43.5861147,1.3322284,1
5341548550,43.5860069,1.3323236,1
5341548551,43.5860394,1.3323954,1
5351792710,43.5655765,1.3104153,1
5351792711,43.565541,1.3103496,1
5387946790,43.5635232,1.3483238,0
5471440780,43.5688473,1.3163196,1
5471440785,43.5719022,1.3210952,1
5471440786,43.5712298,1.3273327,1
5471440787,43.5735491,1.3300739,1
5471440788,43.5735676,1.3300927,1
5584323840,43.5652423,1.3544674,0
5584323843,43.5654221,1.3538975,0
5584323857,43.5651347,1.354341,0
5606918492,43.5664442,1.3441931,1
5622334300,43.565426,1.3545906,0
5622334301,43.5652375,1.3540059,0
5622334302,43.5652939,1.3539389,0
5692856130,43.5836871,1.3526407,1
5692856131,43.5836356,1.3525052,1
5694842942,43.5766767,1.3137594,0
5694842943,43.5765066,1.3136357,0
5694842944,43.57646,1.3130513,0
5694842945,43.5765883,1.313113,0
5694842946,43.5769022,1.3132722,0
5694842947,43.5769921,1.3133173,0
5838374294,43.5592608,1.3777757,1
5893505827,43.5827346,1.3482741,0
5907957428,43.5790772,1.3239665,0
5907957429,43.5790395,1.3239407,0
5907957430,43.579046,1.323883,0
5908778528,43.5790786,1.3439218,0
5908778529,43.5791939,1.3437398,0
5908778530,43.5791886,1.34389,0
5908778531,43.5790881,1.3437609,0
5908799135,43.5757459,1.3398157,1
5917663734,43.5765033,1.3233038,0
5922594865,43.5909691,1.3460311,1
5928693216,43.5748629,1.3777889,0
5974588158,43.5814707,1.3882933,1
5974588159,43.581597,1.388306,1
5974588160,43.5816455,1.3882416,1
5974588161,43.581597,1.3879982,1
5974588162,43.5815256,1.3879808,1
6005694266,43.5654311,1.3024519,1
6005694284,43.5658345,1.3009011,1
6020315623,43.5658024,1.3447396,1
6020315624,43.565636,1.3445853,1
6020315632,43.5671555,1.3436613,0
6020315638,43.5681627,1.343485,0
6020315639,43.5682473,1.3436265,0
6020315640,43.5683726,1.3439188,0
6020315641,43.5688633,1.3451107,0
6020315645,43.5704029,1.346306,0
6020315648,43.5702062,1.3491806,0
6020315649,43.5717186,1.3499645,0
6020315650,43.5744782,1.3515427,1
6020315656,43.5755715,1.3565312,1
6020315657,43.5751751,1.3568792,1
6020315658,43.5747019,1.3565869,1
6020315659,43.5741345,1.3562476,1
6020315660,43.5728549,1.3552733,1
6020315662,43.5721454,1.354649,0
6020315663,43.5712629,1.3532911,1
6020315664,43.5712157,1.3528439,0
6020315665,43.5673907,1.35068,0
6020315666,43.5663871,1.3502233,1
6020315681,43.5685801,1.3441911,1
6020315682,43.5687156,1.3444593,0
6352022785,43.5510263,1.3414096,1
6352022788,43.5507576,1.3431153,1
6352022795,43.5512126,1.3441811,1
6352022797,43.5510475,1.344377,1
6352022798,43.5510915,1.3443284,1
6352022801,43.5510915,1.3446974,1
6352022808,43.5517283,1.3437886,0
6747273190,43.5723093,1.3819572,1
7352420461,43.5820978,1.3473557,1
7756858254,43.586559,1.3316533,1
7756858255,43.5866974,1.3317393,1
7891124228,43.5646005,1.3115863,1
7902352757,43.5706799,1.3922599,1
7903347564,43.5832849,1.3462821,1
7903347565,43.5832359,1.3463546,1
7960196040,43.5949145,1.3499189,1
7960204164,43.5947308,1.3493189,0
7960221426,43.5947701,1.3499259,1
7960232065,43.5947793,1.3492682,0
7960239260,43.5948703,1.3500225,1
7960243811,43.5948089,1.3498242,1
7960244000,43.5947618,1.3499457,1
7960244985,43.5948805,1.350003,1
8011115552,43.5853923,1.3471714,0
8011127152,43.5850672,1.3468253,0
8011158120,43.5851785,1.3474443,0
8011161114,43.5850571,1.3468355,0
8011161896,43.5849319,1.3470972,0
8011168224,43.5852244,1.3470389,0
8011168225,43.5852371,1.3472569,0
8111206797,43.58429,1.3603265,1
8111206798,43.5842053,1.3602059,1
8111206807,43.5843686,1.3610249,1
8111206808,43.584398,1.3608419,1
8140520176,43.5918018,1.3228424,0
8140520177,43.5917351,1.3229989,0
8140520187,43.5920072,1.3235502,0
8140520188,43.5920285,1.3234666,0
8140520189,43.5921849,1.3232792,0
8140520190,43.5921662,1.3232682,0
8140520191,43.5921356,1.3232563,0
8140520192,43.5921183,1.3232471,0
8140520193,43.5922687,1.3231965,0
8146735605,43.5898702,1.3158765,0
8146735606,43.589887,1.3157411,0
8146735607,43.5899022,1.3156188,0
8146735610,43.5898755,1.3165883,0
8146735611,43.5899003,1.3166742,0
8146735612,43.5898927,1.3167705,0
8146735613,43.5897587,1.3167544,0
8146735614,43.5897276,1.3166694,0
8146735615,43.5897416,1.3165695,0
8146735616,43.5899176,1.316733,1
8146735617,43.589775,1.3168128,1
8146735618,43.5897137,1.316611,1
8222687494,43.5866616,1.3315999,1
8222714538,43.5866703,1.3315598,1
8222719881,43.5872925,1.3639569,1
8226164240,43.5834342,1.3461464,1
8226164241,43.5834847,1.3461063,1
8226164242,43.5835477,1.3461522,1
8226164243,43.5835771,1.3462845,1
8240809560,43.5826246,1.348609,0
8240838340,43.5828388,1.3487468,0
8240845578,43.5828176,1.3485134,0
8240858785,43.5828025,1.3485258,0
8240867627,43.5827957,1.3485107,0
8297436914,43.5809422,1.3209872,1
8297436915,43.5809427,1.3210495,1
8373241293,43.592238,1.3234261,0
8373241294,43.592238,1.3235588,0
8378861968,43.5980453,1.3290491,1
8378861969,43.5981272,1.3291178,1
8378861970,43.5981388,1.3291439,1
8378861971,43.5980993,1.3292854,1
8378861972,43.5980757,1.3292688,1
